transaction_id,product_id,quantity,unit_price
T000036,P0060,2.0,103000.0
T000037,P0117,1.0,
T000038,P0071,3.0,582000.0
T000039,P0020,5.0,348000.0
T000040,P0125,4.0,167000.0
T000041,P0059,3.0,1299000.0
T000041,P0020,2.0,348000.0
T000041,P0132,2.0,487000.0
T000042,P0107,4.0,342000.0
T000042,P0085,4.0,869000.0
T000042,P0030,4.0,4862000.0
T000043,P0012,5.0,16704000.0
T000043,P0033,2.0,4224000.0
T000043,P0147,2.0,281000.0
T000044,P0067,2.0,3329000.0
T000045,P0022,2.0,1213000.0
T000046,P0037,2.0,1390000.0
T000046,P0150,5.0,339000.0
T000047,P0117,5.0,141000.0
T000048,P0005,5.0,6239000.0
T000048,P0052,5.0,2705000.0
T000049,P0010,4.0,28089000.0
T000049,P0137,2.0,759000.0
T000049,P0129,5.0,113000.0
T000049,P0031,5.0,2588000.0
T000049,P0024,1.0,10937000.0
T000050,P0095,5.0,169000.0
T000050,P0012,4.0,16704000.0
T000051,P0148,2.0,207000.0
T000051,P0026,3.0,13226000.0
T000051,P0109,4.0,24000.0
T000052,P0066,1.0,1033000.0
T000052,P0049,1.0,3737000.0
T000053,P0053,3.0,3629000.0
T000054,P0065,5.0,2418000.0
T000054,P0067,4.0,3329000.0
T000055,P0142,5.0,1772000.0
T000056,P0079,5.0,564000.0
T000057,P0059,2.0,1299000.0
T000057,P0115,1.0,98000.0
T000058,P0014,1.0,13426000.0
T000058,P0042,2.0,1715000.0
T000058,P0100,4.0,123000.0
T000058,P0002,5.0,
T000059,P0010,4.0,
T000060,P0015,4.0,1507000.0
T000060,P0045,4.0,1425000.0
T000061,P0050,2.0,2853000.0
T000061,P0009,5.0,13890000.0
T000061,P0131,2.0,459000.0
T000061,P0133,1.0,
T000062,P0103,4.0,134000.0
T000062,P0091,5.0,1134000.0
T000062,P0102,2.0,120000.0
T000063,P0150,3.0,339000.0
T000063,P0090,2.0,1917000.0
T000063,P0089,5.0,606000.0
T000064,P0045,4.0,1425000.0
T000065,P0132,,487000.0
T000065,P0066,4.0,1033000.0
T000065,P0138,4.0,1778000.0
T000065,P0148,5.0,207000.0
T000066,P0118,5.0,142000.0
T000067,P0057,3.0,1257000.0
T000067,P0059,4.0,1299000.0
T000068,P0064,3.0,2416000.0
T000069,P0142,4.0,1772000.0
T000069,P0046,3.0,1256000.0
T000070,P0049,4.0,3737000.0
T000071,P0059,2.0,1299000.0
T000071,P0052,5.0,2705000.0
T000072,P0002,5.0,10310000.0
T000073,P0148,3.0,207000.0
T000074,P0033,5.0,4224000.0
T000074,P0014,4.0,13426000.0
T000075,P0045,4.0,1425000.0
T000075,P0118,3.0,142000.0
T000075,P0031,1.0,2588000.0
T000075,P0133,1.0,372000.0
T000076,P0067,3.0,3329000.0
T000076,P0048,4.0,1866000.0
T000076,P0141,5.0,1740000.0
T000076,P0068,3.0,2176000.0
T000076,P0061,3.0,259000.0
T000077,P0094,4.0,1179000.0
T000078,P0059,2.0,1299000.0
T000078,P0026,5.0,13226000.0
T000078,P0070,4.0,3399000.0
T000079,P0003,4.0,9410000.0
T000079,P0046,2.0,1256000.0
T000079,P0108,,239000.0
T000080,P0146,1.0,1226000.0
T000081,P0122,1.0,353000.0
T000082,P0143,1.0,
T000082,P0066,,1033000.0
T000082,P0089,1.0,606000.0
T000083,P0138,3.0,1778000.0
T000083,P0045,15.0,1425000.0
T000083,P0073,4.0,
T000083,P0091,4.0,1134000.0
T000084,P0043,4.0,1371000.0
T000084,P0087,5.0,986000.0
T000085,P0081,3.0,841000.0
T000085,P0082,3.0,929000.0
T000086,P0134,4.0,281000.0
T000086,P0116,2.0,105000.0
T000087,P0021,2.0,1595000.0
T000088,P0014,5.0,13426000.0
T000088,P0007,1.0,13039000.0
T000088,P0102,1.0,
T000089,P0059,4.0,1299000.0
T000089,P0064,2.0,2416000.0
T000089,P0073,2.0,
T000090,P0084,4.0,501000.0
T000091,P0139,,1950000.0
T000091,P0046,5.0,1256000.0
T000091,P0117,5.0,141000.0
T000091,P0145,3.0,1620000.0
T000092,P0079,3.0,564000.0
T000093,P0035,1.0,1179000.0
T000093,P0089,4.0,606000.0
T000093,P0074,4.0,3258000.0
T000093,P0121,,367000.0
T000093,P0137,1.0,759000.0
T000094,P0096,4.0,161000.0
T000094,P0049,5.0,3737000.0
T000095,P0068,0.01,2176000.0
T000096,P0070,5.0,3399000.0
T000096,P0073,3.0,2084000.0
T000097,P0117,3.0,141000.0
T000097,P0116,5.0,105000.0
T000098,P0006,2.0,23062000.0
T000099,P0003,1.0,9410000.0
T000099,P0060,2.0,103000.0
T000100,P0096,1.0,161000.0
T000100,P0119,3.0,51000.0
T000101,P0019,2.0,1524000.0
T000101,P0140,2.0,377000.0
T000101,P0121,3.0,367000.0
T000102,P0099,4.0,172000.0
T000103,P0134,4.0,281000.0
T000103,P0054,4.0,748000.0
T000104,P0011,5.0,12678000.0
T000105,P0014,2.0,13426000.0
T000105,P0056,4.0,2859000.0
T000105,P0029,3.0,5372000.0
T000106,P0063,1.0,593000.0
T000107,P0040,2.0,1336000.0
T000107,P0096,4.0,161000.0
T000107,P0023,1.0,
T000107,P0064,5.0,2416000.0
T000108,P0040,2.0,1336000.0
T000108,P0138,4.0,1778000.0
T000108,P0028,2.0,4673000.0
T000109,P0006,3.0,23062000.0
T000109,P0097,2.0,980000.0
T000110,P0139,2.0,1950000.0
T000110,P0126,5.0,6000.0
T000111,P0142,2.0,
T000112,P0094,4.0,1179000.0
T000113,P0005,1.0,6239000.0
T000113,P0094,5.0,1179000.0
T000113,P0062,4.0,211000.0
T000113,P0083,2.0,259000.0
T000114,P0073,1.0,2084000.0
T000114,P0083,5.0,259000.0
T000114,P0105,1.0,206000.0
T000114,P0029,1.0,5372000.0
T000115,P0125,2.0,167000.0
T000116,P0135,1.0,724000.0
T000116,P0066,3.0,1033000.0
T000117,P0021,,1595000.0
T000117,P0120,5.0,158000.0
T000117,P0016,4.0,1801000.0
T000118,P0136,1.0,562000.0
T000118,P0011,3.0,12678000.0
T000119,P0060,5.0,103000.0
T000120,P0046,5.0,1256000.0
T000121,P0092,4.0,999000.0
T000122,P0103,2.0,134000.0
T000122,P0130,5.0,134000.0
T000122,P0087,5.0,986000.0
T000123,P0106,,83000.0
T000123,P0111,5.0,263000.0
T000124,P0093,4.0,629000.0
T000124,P0116,4.0,105000.0
T000125,P0035,2.0,1179000.0
T000125,P0078,2.0,6925000.0
T000125,P0002,3.0,10310000.0
T000125,P0077,1.0,13180000.0
T000126,P0147,,281000.0
T000126,P0040,1.0,1336000.0
T000127,P0064,1.0,2416000.0
T000127,P0060,5.0,103000.0
T000127,P0066,4.0,1033000.0
T000127,P0077,,13180000.0
T000128,P0125,1.0,167000.0
T000128,P0148,5.0,207000.0
T000129,P0086,3.0,190000.0
T000130,P0003,5.0,9410000.0
T000130,P0098,1.0,1086000.0
T000130,P0014,-3.0,13426000.0
T000130,P0079,5.0,564000.0
T000131,P0101,5.0,87000.0
T000131,P0115,5.0,98000.0
T000132,P0034,3.0,419000.0
T000133,P0068,1.0,2176000.0
T000134,P0144,2.0,1582000.0
T000135,P0064,1.0,2416000.0
T000135,P0063,3.0,593000.0
T000136,P0109,3.0,24000.0
T000136,P0094,3.0,1179000.0
T000136,P0090,5.0,1917000.0
T000136,P0049,1.0,3737000.0
T000137,P0038,2.0,588000.0
T000137,P0113,3.0,442000.0
T000137,P0012,2.0,16704000.0
T000137,P0060,1.0,103000.0
T000138,P0088,4.0,929000.0
T000138,P0029,1.0,5372000.0
T000138,P0079,3.0,564000.0
T000138,P0116,2.0,105000.0
T000139,P0141,4.0,1740000.0
T000140,P0135,3.0,724000.0
T000140,P0012,2.0,16704000.0
T000141,P0120,1.0,158000.0
T000142,P0028,6.0,4673000.0
T000142,P0005,4.0,6239000.0
T000142,P0075,5.0,2533000.0
T000142,P0099,1.0,172000.0
T000143,P0129,5.0,113000.0
T000143,P0118,1.0,142000.0
T000144,P0101,1.0,87000.0
T000144,P0041,3.0,473000.0
T000145,P0071,4.0,582000.0
T000145,P0016,1.0,1801000.0
T000145,P0066,5.0,1033000.0
T000146,P0023,5.0,11938000.0
T000146,P0098,5.0,1086000.0
T000147,P0040,4.0,1336000.0
T000148,P0053,2.0,3629000.0
T000148,P0036,3.0,1437000.0
T000148,P0149,5.0,1295000.0
T000148,P0139,2.0,1950000.0
T000148,P0052,4.0,2705000.0
T000149,P0082,6.0,929000.0
T000149,P0018,3.0,1044000.0
T000149,P0143,2.0,424000.0
T000149,P0137,1.0,759000.0
T000149,P0031,3.0,2588000.0
T000150,P0039,,301000.0
T000151,P0069,5.0,4333000.0
T000151,P0146,2.0,1226000.0
T000152,P0123,2.0,268000.0
T000152,P0035,4.0,1179000.0
T000152,P0129,4.0,113000.0
T000152,P0121,4.0,367000.0
T000152,P0096,2.0,161000.0
T000153,P0106,10.0,83000.0
T000154,P0113,3.0,442000.0
T000154,P0126,4.0,6000.0
T000155,P0098,3.0,
T000156,P0010,1.0,28089000.0
T000156,P0134,4.0,281000.0
T000157,P0011,5.0,12678000.0
T000158,P0113,3.0,442000.0
T000158,P0102,3.0,120000.0
T000159,P0133,2.0,372000.0
T000160,P0047,5.0,1281000.0
T000160,P0150,2.0,339000.0
T000161,P0052,2.0,2705000.0
T000161,P0117,1.0,141000.0
T000161,P0024,,10937000.0
T000161,P0065,1.0,2418000.0
T000161,P0083,4.0,
T000162,P0041,4.0,473000.0
T000162,P0097,1.0,980000.0
T000162,P0141,2.0,1740000.0
T000163,P0046,3.0,1256000.0
T000163,P0014,3.0,13426000.0
T000163,P0108,4.0,239000.0
T000164,P0065,4.0,
T000164,P0004,4.0,4961000.0
T000165,P0056,5.0,2859000.0
T000166,P0002,2.0,10310000.0
T000167,P0013,3.0,11143000.0
T000167,P0048,1.0,1866000.0
T000167,P0038,,588000.0
T000167,P0015,1.0,1507000.0
T000168,P0107,2.0,342000.0
T000168,P0046,3.0,1256000.0
T000169,P0010,1.0,28089000.0
T000170,P0141,4.0,1740000.0
T000170,P0017,2.0,756000.0
T000170,P0075,1.0,2533000.0
T000171,P0054,2.0,748000.0
T000172,P0023,4.0,11938000.0
T000173,P0148,5.0,207000.0
T000173,P0091,4.0,
T000173,P0034,4.0,419000.0
T000173,P0145,2.0,1620000.0
T000173,P0128,5.0,37000.0
T000174,P0120,4.0,158000.0
T000174,P0031,1.0,2588000.0
T000174,P0054,3.0,748000.0
T000174,P0107,3.0,342000.0
T000175,P0066,-3.0,1033000.0
T000175,P0018,3.0,1044000.0
T000176,P0086,2.0,190000.0
T000176,P0088,2.0,929000.0
T000176,P0102,3.0,120000.0
T000176,P0146,3.0,1226000.0
T000176,P0008,4.0,25711000.0
T000177,P0118,4.0,142000.0
T000177,P0138,4.0,1778000.0
T000177,P0086,1.0,190000.0
T000178,P0005,,6239000.0
T000178,P0054,3.0,748000.0
T000178,P0148,1.0,207000.0
T000179,P0043,5.0,1371000.0
T000180,P0009,3.0,13890000.0
T000181,P0056,3.0,2859000.0
T000181,P0135,2.0,724000.0
T000182,P0130,2.0,134000.0
T000182,P0007,2.0,13039000.0
T000182,P0124,3.0,23000.0
T000182,P0129,4.0,113000.0
T000183,P0026,2.0,13226000.0
T000183,P0133,2.0,372000.0
T000184,P0080,1.0,663000.0
T000185,P0134,3.0,281000.0
T000186,P0052,3.0,2705000.0
T000186,P0050,5.0,2853000.0
T000186,P0074,3.0,3258000.0
T000187,P0071,1.0,582000.0
T000188,P0139,5.0,1950000.0
T000188,P0090,3.0,1917000.0
T000189,P0019,3.0,1524000.0
T000190,P0008,4.0,25711000.0
T000191,P0110,-5.0,55000.0
T000191,P0101,5.0,87000.0
T000191,P0046,4.0,1256000.0
T000192,P0137,5.0,759000.0
T000192,P0021,0.02,1595000.0
T000192,P0120,,158000.0
T000193,P0120,4.0,158000.0
T000194,P0047,3.0,1281000.0
T000195,P0122,4.0,353000.0
T000195,P0029,4.0,5372000.0
T000195,P0090,2.0,1917000.0
T000196,P0027,4.0,14529000.0
T000197,P0078,4.0,6925000.0
T000197,P0137,4.0,759000.0
T000198,P0124,5.0,23000.0
T000198,P0099,4.0,172000.0
T000198,P0017,4.0,756000.0
T000198,P0088,5.0,929000.0
T000198,P0054,3.0,748000.0
T000199,P0147,4.0,281000.0
T000200,P0114,1.0,36000.0
T000200,P0046,5.0,1256000.0
T000200,P0079,1.0,564000.0
T000200,P0104,5.0,281000.0
T000201,P0016,1.0,1801000.0
T000202,P0039,5.0,301000.0
T000202,P0116,3.0,105000.0
T000203,P0082,5.0,929000.0
T000203,P0077,3.0,13180000.0
T000204,P0150,3.0,339000.0
T000204,P0003,1.0,9410000.0
T000204,P0131,3.0,459000.0
T000204,P0104,5.0,281000.0
T000204,P0033,1.0,4224000.0
T000205,P0061,4.0,259000.0
T000206,P0104,4.0,281000.0
T000206,P0098,5.0,1086000.0
T000207,P0099,2.0,172000.0
T000207,P0093,2.0,629000.0
T000207,P0107,1.0,342000.0
T000207,P0040,1.0,1336000.0
T000207,P0074,1.0,3258000.0
T000208,P0036,-4.0,
T000208,P0107,5.0,342000.0
T000209,P0142,4.0,1772000.0
T000209,P0116,3.0,105000.0
T000210,P0061,5.0,259000.0
T000211,P0010,3.0,28089000.0
T000211,P0146,1.0,1226000.0
T000211,P0124,5.0,23000.0
T000212,P0072,4.0,5420000.0
T000213,P0020,5.0,348000.0
T000214,P0003,4.0,9410000.0
T000214,P0121,5.0,367000.0
T000215,P0076,3.0,4539000.0
T000216,P0067,5.0,3329000.0
T000216,P0016,,1801000.0
T000216,P0122,3.0,353000.0
T000216,P0149,5.0,1295000.0
T000216,P0044,0.01,1765000.0
T000217,P0065,3.0,2418000.0
T000217,P0034,1.0,419000.0
T000217,P0072,1.0,5420000.0
T000217,P0071,5.0,582000.0
T000218,P0095,2.0,169000.0
T000218,P0045,4.0,1425000.0
T000218,P0067,2.0,3329000.0
T000219,P0040,4.0,1336000.0
T000219,P0127,2.0,129000.0
T000219,P0106,4.0,83000.0
T000220,P0014,1.0,13426000.0
T000220,P0068,2.0,
T000220,P0030,4.0,4862000.0
T000221,P0100,4.0,123000.0
T000222,P0098,1.0,1086000.0
T000222,P0081,1.0,841000.0
T000222,P0136,5.0,562000.0
T000223,P0070,3.0,3399000.0
T000224,P0062,5.0,211000.0
T000225,P0081,1.0,
T000225,P0141,1.0,1740000.0
T000225,P0003,1.0,9410000.0
T000226,P0057,3.0,1257000.0
T000226,P0073,2.0,2084000.0
T000227,P0032,4.0,4366000.0
T000227,P0031,5.0,2588000.0
T000227,P0023,2.0,11938000.0
T000227,P0034,1.0,419000.0
T000228,P0117,3.0,141000.0
T000229,P0019,1.0,1524000.0
T000229,P0071,4.0,582000.0
T000230,P0018,,1044000.0
T000231,P0028,5.0,4673000.0
T000231,P0037,4.0,1390000.0
T000232,P0027,1.0,14529000.0
T000232,P0009,5.0,13890000.0
T000232,P0019,3.0,1524000.0
T000233,P0001,4.0,11422000.0
T000233,P0010,3.0,28089000.0
T000234,P0126,4.0,6000.0
T000235,P0124,1.0,23000.0
T000236,P0015,1.0,1507000.0
T000237,P0052,5.0,2705000.0
T000237,P0046,1.0,1256000.0
T000238,P0028,4.0,4673000.0
T000238,P0092,,999000.0
T000238,P0125,2.0,167000.0
T000238,P0022,1.0,1213000.0
T000239,P0017,5.0,756000.0
T000240,P0010,3.0,28089000.0
T000240,P0087,1.0,986000.0
T000240,P0015,4.0,1507000.0
T000241,P0138,1.0,1778000.0
T000241,P0039,1.0,
T000241,P0149,2.0,1295000.0
T000241,P0060,4.0,103000.0
T000242,P0004,1.0,
T000242,P0045,3.0,1425000.0
T000243,P0017,4.0,756000.0
T000243,P0028,5.0,4673000.0
T000243,P0030,5.0,4862000.0
T000244,P0084,5.0,
T000244,P0031,2.0,2588000.0
T000244,P0148,3.0,207000.0
T000245,P0086,1.0,190000.0
T000246,P0095,5.0,169000.0
T000247,P0097,2.0,980000.0
T000248,P0023,2.0,11938000.0
T000248,P0073,2.0,2084000.0
T000248,P0107,,342000.0
T000248,P0122,50.0,353000.0
T000248,P0033,4.0,4224000.0
T000249,P0047,3.0,1281000.0
T000249,P0128,4.0,37000.0
T000249,P0023,1.0,11938000.0
T000249,P0078,5.0,6925000.0
T000250,P0093,2.0,629000.0
T000250,P0139,4.0,1950000.0
T000250,P0130,2.0,134000.0
T000251,P0128,2.0,37000.0
T000252,P0073,,2084000.0
T000252,P0054,3.0,748000.0
T000253,P0014,5.0,13426000.0
T000254,P0019,2.0,1524000.0
T000255,P0059,3.0,1299000.0
T000255,P0029,2.0,5372000.0
T000256,P0019,4.0,1524000.0
T000256,P0121,2.0,367000.0
T000256,P0150,2.0,339000.0
T000256,P0125,5.0,167000.0
T000256,P0014,4.0,13426000.0
T000257,P0092,2.0,999000.0
T000257,P0070,1.0,3399000.0
T000257,P0052,5.0,2705000.0
T000257,P0086,1.0,190000.0
T000258,P0088,5.0,929000.0
T000258,P0057,2.0,1257000.0
T000258,P0076,5.0,4539000.0
T000259,P0106,5.0,83000.0
T000260,P0004,4.0,4961000.0
T000261,P0057,5.0,
T000262,P0121,4.0,367000.0
T000262,P0130,5.0,134000.0
T000262,P0009,4.0,13890000.0
T000263,P0143,2.0,424000.0
T000263,P0004,2.0,4961000.0
T000263,P0105,3.0,206000.0
T000264,P0042,5.0,1715000.0
T000264,P0118,5.0,142000.0
T000265,P0048,4.0,1866000.0
T000265,P0095,1.0,169000.0
T000266,P0136,1.0,562000.0
T000267,P0148,2.0,207000.0
T000268,P0132,1.0,487000.0
T000268,P0094,1.0,1179000.0
T000269,P0045,5.0,1425000.0
T000270,P0030,5.0,4862000.0
T000270,P0123,2.0,268000.0
T000271,P0129,1.0,
T000271,P0109,3.0,24000.0
T000271,P0071,3.0,582000.0
T000271,P0014,4.0,13426000.0
T000272,P0137,4.0,
T000272,P0075,5.0,2533000.0
T000273,P0118,1.0,142000.0
T000274,P0043,3.0,1371000.0
T000275,P0006,4.0,23062000.0
T000275,P0076,5.0,
T000276,P0075,1.0,2533000.0
T000276,P0049,1.0,3737000.0
T000277,P0088,4.0,929000.0
T000277,P0084,5.0,501000.0
T000278,P0146,3.0,1226000.0
T000278,P0034,2.0,419000.0
T000279,P0038,3.0,588000.0
T000279,P0091,4.0,1134000.0
T000280,P0047,2.0,1281000.0
T000280,P0045,2.0,1425000.0
T000280,P0040,1.0,1336000.0
T000281,P0095,2.0,169000.0
T000282,P0038,5.0,588000.0
T000282,P0096,2.0,161000.0
T000282,P0115,5.0,98000.0
T000283,P0118,0.03,142000.0
T000284,P0076,12.0,4539000.0
T000285,P0114,1.0,36000.0
T000285,P0087,4.0,986000.0
T000286,P0007,5.0,13039000.0
T000286,P0103,,134000.0
T000287,P0050,3.0,2853000.0
T000287,P0150,2.0,339000.0
T000287,P0135,1.0,724000.0
T000287,P0057,1.0,1257000.0
T000288,P0101,3.0,
T000288,P0050,5.0,2853000.0
T000288,P0126,5.0,6000.0
T000289,P0110,1.0,55000.0
T000289,P0095,3.0,169000.0
T000289,P0099,3.0,172000.0
T000289,P0096,30.0,161000.0
T000290,P0114,20.0,36000.0
T000290,P0107,4.0,342000.0
T000290,P0074,2.0,3258000.0
T000290,P0042,,1715000.0
T000291,P0086,5.0,190000.0
T000291,P0017,4.0,756000.0
T000292,P0143,,424000.0
T000292,P0119,2.0,51000.0
T000293,P0011,5.0,12678000.0
T000293,P0078,3.0,6925000.0
T000294,P0068,4.0,2176000.0
T000294,P0077,2.0,13180000.0
T000294,P0121,4.0,367000.0
T000294,P0032,2.0,4366000.0
T000294,P0074,1.0,3258000.0
T000295,P0093,5.0,629000.0
T000295,P0149,4.0,1295000.0
T000295,P0124,3.0,23000.0
T000296,P0132,5.0,487000.0
T000297,P0082,3.0,929000.0
T000297,P0119,2.0,51000.0
T000297,P0035,1.0,1179000.0
T000298,P0075,5.0,
T000299,P0025,5.0,13204000.0
T000299,P0043,3.0,1371000.0
T000300,P0093,1.0,
T000301,P0073,4.0,2084000.0
T000301,P0096,3.0,161000.0
T000301,P0125,2.0,167000.0
T000302,P0135,4.0,724000.0
T000302,P0137,4.0,
T000302,P0142,1.0,1772000.0
T000302,P0030,1.0,4862000.0
T000303,P0093,2.0,629000.0
T000304,P0078,1.0,6925000.0
T000305,P0059,3.0,
T000306,P0020,4.0,348000.0
T000306,P0005,1.0,6239000.0
T000306,P0124,2.0,
T000307,P0121,,367000.0
T000308,P0025,1.0,13204000.0
T000309,P0090,1.0,1917000.0
T000310,P0091,5.0,1134000.0
T000310,P0042,5.0,1715000.0
T000311,P0136,2.0,562000.0
T000312,P0026,4.0,13226000.0
T000312,P0055,,1823000.0
T000312,P0130,5.0,134000.0
T000313,P0109,2.0,24000.0
T000314,P0029,4.0,5372000.0
T000314,P0134,3.0,281000.0
T000314,P0035,3.0,1179000.0
T000315,P0099,3.0,172000.0
T000316,P0142,3.0,1772000.0
T000316,P0105,4.0,206000.0
T000317,P0004,4.0,4961000.0
T000318,P0022,4.0,1213000.0
T000318,P0031,4.0,2588000.0
T000318,P0037,5.0,1390000.0
T000319,P0087,2.0,986000.0
T000319,P0052,4.0,2705000.0
T000319,P0104,4.0,281000.0
T000319,P0032,3.0,4366000.0
T000320,P0103,4.0,134000.0
T000320,P0092,5.0,999000.0
T000320,P0122,3.0,353000.0
T000320,P0104,2.0,281000.0
T000321,P0060,1.0,103000.0
T000321,P0035,1.0,1179000.0
T000322,P0084,3.0,501000.0
T000322,P0040,5.0,1336000.0
T000323,P0120,4.0,158000.0
T000323,P0052,4.0,2705000.0
T000323,P0076,5.0,4539000.0
T000324,P0111,4.0,263000.0
T000324,P0031,3.0,2588000.0
T000324,P0099,4.0,172000.0
T000325,P0043,4.0,
T000326,P0146,5.0,1226000.0
T000326,P0126,5.0,6000.0
T000326,P0142,,1772000.0
T000327,P0127,5.0,129000.0
T000327,P0097,3.0,980000.0
T000328,P0012,,16704000.0
T000329,P0088,,929000.0
T000330,P0063,2.0,593000.0
T000331,P0079,3.0,564000.0
T000331,P0030,2.0,4862000.0
T000332,P0146,5.0,1226000.0
T000333,P0006,3.0,23062000.0
T000334,P0026,2.0,13226000.0
T000335,P0077,4.0,13180000.0
T000335,P0094,2.0,1179000.0
T000336,P0013,4.0,11143000.0
T000336,P0077,2.0,13180000.0
T000336,P0147,5.0,281000.0
T000337,P0070,1.0,3399000.0
T000338,P0020,3.0,348000.0
T000339,P0052,4.0,2705000.0
T000340,P0005,4.0,6239000.0
T000340,P0133,2.0,372000.0
T000340,P0048,4.0,1866000.0
T000340,P0148,3.0,207000.0
T000341,P0016,2.0,1801000.0
T000341,P0134,3.0,281000.0
T000342,P0082,2.0,929000.0
T000342,P0017,4.0,756000.0
T000343,P0061,4.0,259000.0
T000344,P0119,4.0,51000.0
T000344,P0125,4.0,167000.0
T000344,P0144,1.0,1582000.0
T000345,P0141,1.0,
T000345,P0046,,1256000.0
T000346,P0017,4.0,756000.0
T000347,P0061,1.0,259000.0
T000348,P0135,4.0,724000.0
T000348,P0065,1.0,2418000.0
T000349,P0150,4.0,339000.0
T000349,P0100,2.0,123000.0
T000349,P0061,2.0,259000.0
T000350,P0015,1.0,1507000.0
T000350,P0126,3.0,6000.0
T000350,P0137,5.0,759000.0
T000350,P0096,4.0,161000.0
T000351,P0122,3.0,353000.0
T000351,P0095,1.0,169000.0
T000352,P0062,4.0,211000.0
T000352,P0065,3.0,2418000.0
T000352,P0142,3.0,1772000.0
T000353,P0100,5.0,123000.0
T000354,P0077,2.0,13180000.0
T000354,P0054,4.0,748000.0
T000355,P0121,4.0,367000.0
T000355,P0106,1.0,83000.0
T000355,P0086,2.0,190000.0
T000356,P0141,3.0,1740000.0
T000357,P0048,20.0,1866000.0
T000357,P0114,2.0,36000.0
T000357,P0035,3.0,1179000.0
T000357,P0001,3.0,11422000.0
T000358,P0034,5.0,419000.0
T000359,P0067,2.0,3329000.0
T000360,P0095,4.0,169000.0
T000360,P0047,4.0,1281000.0
T000361,P0059,4.0,1299000.0
T000361,P0023,2.0,11938000.0
T000362,P0110,1.0,55000.0
T000362,P0067,3.0,3329000.0
T000362,P0039,2.0,301000.0
T000363,P0127,1.0,129000.0
T000364,P0098,2.0,1086000.0
T000364,P0034,5.0,419000.0
T000364,P0111,2.0,263000.0
T000365,P0047,2.0,1281000.0
T000365,P0105,1.0,206000.0
T000366,P0150,1.0,339000.0
T000366,P0118,1.0,142000.0
T000367,P0099,5.0,
T000367,P0109,1.0,24000.0
T000367,P0066,1.0,1033000.0
T000367,P0019,3.0,
T000367,P0025,2.0,13204000.0
T000368,P0002,5.0,10310000.0
T000368,P0065,4.0,2418000.0
T000368,P0130,3.0,134000.0
T000369,P0149,2.0,1295000.0
T000370,P0023,4.0,11938000.0
T000370,P0082,2.0,929000.0
T000370,P0136,3.0,562000.0
T000371,P0111,3.0,263000.0
T000372,P0112,2.0,468000.0
T000373,P0113,2.0,
T000373,P0014,2.0,13426000.0
T000374,P0120,4.0,158000.0
